Schema Version,Record Type,Source Name,Source URL,Product Name,Description,Pricing,Category,Downloads,Likes,Tags,Collected At
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/intfloat/e5-small-v2,intfloat/e5-small-v2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,531460,124,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, en, arxiv:2212.03533, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/cross-encoder/nli-deberta-v3-small,cross-encoder/nli-deberta-v3-small,AI/ML model hosted on Hugging Face Hub,UNKNOWN,zero-shot-classification,530378,16,"sentence-transformers, pytorch, onnx, safetensors, deberta-v2, text-classification, transformers, zero-shot-classification, en, dataset:nyu-mll/multi_nli, dataset:stanfordnlp/snli, base_model:microsoft/deberta-v3-small, base_model:quantized:microsoft/deberta-v3-small, license:apache-2.0, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/hmellor/tiny-random-LlamaForCausalLM,hmellor/tiny-random-LlamaForCausalLM,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,530138,2,"transformers, safetensors, llama, text-generation, conversational, arxiv:1910.09700, text-generation-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/EleutherAI/gpt-neo-125m,EleutherAI/gpt-neo-125m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,529953,229,"transformers, pytorch, jax, rust, safetensors, gpt_neo, text-generation, text generation, causal-lm, en, dataset:EleutherAI/pile, arxiv:2101.00027, license:mit, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/pnnbao-ump/VieNeu-TTS-v3-Turbo,pnnbao-ump/VieNeu-TTS-v3-Turbo,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-speech,529723,60,"onnx, safetensors, vieneu_v3_turbo, voice-cloning, code-switching, podcast, emotion-control, 48khz, text-to-speech, vi, en, dataset:pnnbao-ump/VieNeu-TTS-10k-ENVI, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/casperhansen/llama-3.3-70b-instruct-awq,casperhansen/llama-3.3-70b-instruct-awq,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,527639,46,"transformers, safetensors, llama, text-generation, conversational, en, fr, it, pt, hi, es, th, de, base_model:meta-llama/Llama-3.1-70B, base_model:quantized:meta-llama/Llama-3.1-70B, license:llama3.3, text-generation-inference, endpoints_compatible, 4-bit, awq, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/yikuan8/Clinical-Longformer,yikuan8/Clinical-Longformer,AI/ML model hosted on Hugging Face Hub,UNKNOWN,fill-mask,526141,69,"transformers, pytorch, longformer, fill-mask, clinical, en, arxiv:2201.11838, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/llava-hf/llava-v1.6-mistral-7b-hf,llava-hf/llava-v1.6-mistral-7b-hf,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,525363,315,"transformers, safetensors, llava_next, image-text-to-text, vision, conversational, en, arxiv:2310.03744, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/PekingU/rtdetr_v2_r18vd,PekingU/rtdetr_v2_r18vd,AI/ML model hosted on Hugging Face Hub,UNKNOWN,object-detection,524903,7,"transformers, safetensors, rt_detr_v2, object-detection, vision, en, dataset:coco, arxiv:2407.17140, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/sentence-transformers/paraphrase-albert-small-v2,sentence-transformers/paraphrase-albert-small-v2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,523345,11,"sentence-transformers, pytorch, tf, rust, onnx, safetensors, openvino, albert, feature-extraction, sentence-similarity, transformers, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:s2orc, dataset:ms_marco, dataset:wiki_atomic_edits, dataset:snli, dataset:multi_nli, dataset:embedding-data/altlex, dataset:embedding-data/simple-wiki, dataset:embedding-data/flickr30k-captions, dataset:embedding-data/coco_captions, dataset:embedding-data/sentence-compression, dataset:embedding-data/QQP, dataset:yahoo_answers_topics, arxiv:1908.10084, license:apache-2.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,522681,1612,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ggml-org/models-moved,ggml-org/models-moved,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,522192,14,"gguf, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/LiquidAI/LFM2.5-230M-GGUF,LiquidAI/LFM2.5-230M-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,522161,98,"gguf, liquid, lfm2.5, llama.cpp, text-generation, en, ar, zh, fr, de, ja, ko, es, pt, it, base_model:LiquidAI/LFM2.5-230M, base_model:quantized:LiquidAI/LFM2.5-230M, license:other, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/vumichien/wav2vec2-large-xlsr-japanese-hiragana,vumichien/wav2vec2-large-xlsr-japanese-hiragana,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,520417,11,"transformers, pytorch, safetensors, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, ja, dataset:common_voice, doi:10.57967/hf/0344, license:apache-2.0, model-index, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/j-hartmann/emotion-english-distilroberta-base,j-hartmann/emotion-english-distilroberta-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,520359,503,"transformers, pytorch, tf, roberta, text-classification, distilroberta, sentiment, emotion, twitter, reddit, en, arxiv:2210.00434, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/facebook/hubert-base-ls960,facebook/hubert-base-ls960,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,519165,76,"transformers, pytorch, tf, hubert, feature-extraction, speech, en, dataset:librispeech_asr, arxiv:2106.07447, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/laion/CLIP-ViT-B-16-laion2B-s34B-b88K,laion/CLIP-ViT-B-16-laion2B-s34B-b88K,AI/ML model hosted on Hugging Face Hub,UNKNOWN,zero-shot-image-classification,519012,39,"open_clip, safetensors, zero-shot-image-classification, arxiv:1910.04867, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-VL-32B-Instruct-FP8,Qwen/Qwen3-VL-32B-Instruct-FP8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,518989,52,"transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-32B-Instruct, base_model:quantized:Qwen/Qwen3-VL-32B-Instruct, license:apache-2.0, endpoints_compatible, fp8, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/empero-ai/Qwen3.8-27B-Ridge-GGUF,empero-ai/Qwen3.8-27B-Ridge-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,518360,339,"gguf, llama.cpp, quantized, qwen3.8, qwen3.5, ridge, gated-deltanet, imatrix, reasoning, multimodal, vision, mtp, long-context, image-text-to-text, en, zh, base_model:Qwen/Qwen3.8-27B, base_model:quantized:Qwen/Qwen3.8-27B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/DavidAU/Qwen3.8-27B-TURBO-Fable-Cold-Fusion-735-882-Heretic-Uncensored-NEO-CODER-MAX-MTP-GGUF,DavidAU/Qwen3.8-27B-TURBO-Fable-Cold-Fusion-735-882-Heretic-Uncensored-NEO-CODER-MAX-MTP-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,517644,452,"gguf, unsloth, fine tune, heretic, uncensored, abliterated, ara, MTP GGUF Quants, Regular GGUF Quants, qwen3_8, qwen3_6, qwen3_5, multi-stage tuned, thinking, reasoning, all use cases, coder, creative, creative writing, all genres, story, writing, fiction, roleplaying, bfloat16, multi-stage-tune, multi-state-merge, image-text-to-text, en, zh, dataset:DavidAU/Polar-STRICT-Datasets, dataset:DavidAU/F451-STRICT-Datasets, base_model:DavidAU/Qwen3.8-27B-TURBO-Fable-Cold-Fusion-735-882-Heretic-Uncensored-NM-DAU, base_model:quantized:DavidAU/Qwen3.8-27B-TURBO-Fable-Cold-Fusion-735-882-Heretic-Uncensored-NM-DAU, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/amazon/chronos-t5-base,amazon/chronos-t5-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,time-series-forecasting,517545,45,"chronos-forecasting, safetensors, t5, time series, forecasting, pretrained models, foundation models, time series foundation models, time-series, time-series-forecasting, arxiv:2403.07815, arxiv:1910.10683, license:apache-2.0, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/VibeVoice-Realtime-0.5B,microsoft/VibeVoice-Realtime-0.5B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-speech,517229,1282,"transformers, safetensors, vibevoice_streaming, Realtime TTS, Streaming text input, Long-form speech generation, text-to-speech, en, arxiv:2508.19205, arxiv:2412.08635, base_model:Qwen/Qwen2.5-0.5B, base_model:finetune:Qwen/Qwen2.5-0.5B, license:mit, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/E-MIMIC/inclusively-classification,E-MIMIC/inclusively-classification,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,516925,1,"transformers, pytorch, safetensors, bert, text-classification, license:cc-by-nc-sa-4.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/timm/convnext_tiny.in12k_ft_in1k,timm/convnext_tiny.in12k_ft_in1k,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-classification,516814,6,"timm, pytorch, safetensors, image-classification, transformers, dataset:imagenet-1k, dataset:imagenet-12k, arxiv:2201.03545, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/handy-computer/whisper-medium-gguf,handy-computer/whisper-medium-gguf,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,515797,0,"transcribe.cpp, gguf, asr, speech-to-text, whisper, openai, automatic-speech-recognition, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, base_model:openai/whisper-medium, base_model:quantized:openai/whisper-medium, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/DeepBeepMeep/Wan2.1,DeepBeepMeep/Wan2.1,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,515588,50,"diffusion-single-file, onnx, safetensors, gguf, i2v, base_model:Wan-AI/Wan2.1-T2V-1.3B, base_model:quantized:Wan-AI/Wan2.1-T2V-1.3B, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/harrier-oss-v1-270m,microsoft/harrier-oss-v1-270m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,515530,195,"sentence-transformers, safetensors, gemma3_text, feature-extraction, mteb, transformers, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, license:mit, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/zed-industries/zeta,zed-industries/zeta,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,515061,422,"safetensors, qwen2, dataset:zed-industries/zeta, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/NorwAI/NorwAI-Magistral-24B-reasoning,NorwAI/NorwAI-Magistral-24B-reasoning,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,514150,14,"pytorch, safetensors, gguf, mistral, arxiv:2601.03034, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/yuxinlu1/gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,yuxinlu1/gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,512916,2882,"gguf, gemma4, coding, code, reasoning, thinking, llama.cpp, local-llm, text-generation, base_model:google/gemma-4-12B-it, base_model:quantized:google/gemma-4-12B-it, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,511789,126,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-3B, base_model:finetune:Qwen/Qwen2.5-Coder-3B, license:other, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Comfy-Org/flux1-dev,Comfy-Org/flux1-dev,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,511225,669,"diffusion-single-file, comfyui, base_model:black-forest-labs/FLUX.1-Canny-dev, base_model:finetune:black-forest-labs/FLUX.1-Canny-dev, license:other, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ElKulako/cryptobert,ElKulako/cryptobert,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,511189,191,"transformers, pytorch, safetensors, roberta, text-classification, cryptocurrency, crypto, BERT, sentiment classification, NLP, bitcoin, ethereum, shib, social media, sentiment analysis, cryptocurrency sentiment analysis, en, dataset:ElKulako/stocktwits-crypto, license:mit, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/cl-nagoya/ruri-v3-310m,cl-nagoya/ruri-v3-310m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,509631,82,"safetensors, modernbert, sentence-similarity, feature-extraction, ja, dataset:cl-nagoya/ruri-v3-dataset-ft, arxiv:2409.07737, base_model:cl-nagoya/ruri-v3-pt-310m, base_model:finetune:cl-nagoya/ruri-v3-pt-310m, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/swiss-ai/Apertus-8B-Instruct-2509,swiss-ai/Apertus-8B-Instruct-2509,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,508878,491,"transformers, safetensors, apertus, text-generation, multilingual, compliant, swiss-ai, conversational, arxiv:2509.14233, base_model:swiss-ai/Apertus-8B-2509, base_model:finetune:swiss-ai/Apertus-8B-2509, license:apache-2.0, eval-results, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/openbmb/MiniCPM-V-4.6,openbmb/MiniCPM-V-4.6,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,508721,1209,"transformers, safetensors, minicpmv4_6, image-text-to-text, minicpm-v, multimodal, On-Device Model, lightweight, conversational, arxiv:2604.27393, arxiv:2509.18154, arxiv:2408.01800, arxiv:2605.08985, license:apache-2.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,508538,2465,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, license:llama3.1, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,anton-l/wav2vec2-large-xlsr-53-estonian,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,508227,1,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, et, dataset:common_voice, license:apache-2.0, model-index, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Salesforce/blip-image-captioning-large,Salesforce/blip-image-captioning-large,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-to-text,507951,1487,"transformers, pytorch, tf, safetensors, blip, image-text-to-text, image-captioning, image-to-text, arxiv:2201.12086, license:bsd-3-clause, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/nvidia/llama-nemotron-embed-1b-v2,nvidia/llama-nemotron-embed-1b-v2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,507552,63,"sentence-transformers, pytorch, safetensors, llama_bidirec, feature-extraction, text, text-embeddings, retrieval, semantic-search, transformers, custom_code, multilingual, arxiv:2407.15831, license:other, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Qwen3-30B-A3B-Instruct-2507-GGUF,unsloth/Qwen3-30B-A3B-Instruct-2507-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,507082,317,"transformers, gguf, qwen, qwen3, unsloth, arxiv:2505.09388, base_model:Qwen/Qwen3-30B-A3B-Instruct-2507, base_model:quantized:Qwen/Qwen3-30B-A3B-Instruct-2507, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/HauhauCS/Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-MTP,HauhauCS/Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-MTP,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,505222,223,"gguf, uncensored, gemma4, moe, vision, multimodal, agentic, coding, creative-writing, roleplay, rp, conversational, image-text-to-text, en, base_model:google/gemma-4-26B-A4B-it, base_model:quantized:google/gemma-4-26B-A4B-it, license:gemma, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/lvwerra/distilbert-imdb,lvwerra/distilbert-imdb,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,505128,25,"transformers, pytorch, tensorboard, distilbert, text-classification, generated_from_trainer, dataset:imdb, license:apache-2.0, model-index, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/boltzgen/boltzgen-1,boltzgen/boltzgen-1,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,504278,5,"boltzgen, base_model:boltz-community/boltz-2, base_model:finetune:boltz-community/boltz-2, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-BF16,nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-BF16,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,503676,204,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, nemotron-3.5, conversational, en, es, fr, de, it, ja, dataset:nvidia/nemotron-post-training-v3, dataset:nvidia/nemotron-pre-training-datasets, license:other, eval-results, endpoints_compatible, deploy:azure, deploy:sagemaker, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,503625,16,"transformers, pytorch, wav2vec2, automatic-speech-recognition, hf-asr-leaderboard, mozilla-foundation/common_voice_7_0, robust-speech-event, tr, dataset:mozilla-foundation/common_voice_7_0, license:cc-by-4.0, model-index, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,502755,0,"safetensors, mistral, base_model:unsloth/Mistral-Nemo-Instruct-2407, base_model:finetune:unsloth/Mistral-Nemo-Instruct-2407, 8-bit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/finiteautomata/bertweet-base-sentiment-analysis,finiteautomata/bertweet-base-sentiment-analysis,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,502502,197,"transformers, pytorch, tf, roberta, text-classification, sentiment-analysis, en, arxiv:2106.09462, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-sk-cv8,comodoro/wav2vec2-xls-r-300m-sk-cv8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,502315,0,"transformers, pytorch, wav2vec2, automatic-speech-recognition, mozilla-foundation/common_voice_8_0, robust-speech-event, xlsr-fine-tuning-week, hf-asr-leaderboard, sk, dataset:common_voice, license:apache-2.0, model-index, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/AnkitAI/Parable-Qwen3-4B-Claude-Fable-5-GGUF,AnkitAI/Parable-Qwen3-4B-Claude-Fable-5-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,502028,18,"llama.cpp, gguf, qlora, agentic, coding, reasoning, qwen3, local-llm, ollama, lm-studio, text-generation, dataset:Glint-Research/Fable-5-traces, dataset:Roman1111111/gpt5.5-terminal, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unslothai/lambda,unslothai/lambda,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,500902,0,"transformers, safetensors, llama, feature-extraction, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Qwen3.5-122B-A10B-GGUF,unsloth/Qwen3.5-122B-A10B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,500795,297,"transformers, gguf, qwen3_5_moe, image-text-to-text, unsloth, base_model:Qwen/Qwen3.5-122B-A10B, base_model:quantized:Qwen/Qwen3.5-122B-A10B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Qwen3-4B-GGUF,unsloth/Qwen3-4B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,498890,240,"transformers, gguf, qwen3, text-generation, qwen, unsloth, en, arxiv:2309.00071, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/onecxi/open-vakgyata,onecxi/open-vakgyata,AI/ML model hosted on Hugging Face Hub,UNKNOWN,audio-classification,498559,3,"transformers, onnx, safetensors, wav2vec2, audio-classification, language-identification, indian-languages, multilingual, speech, asr-preprocessing, callcenter-ai, speech-analytics, pytorch, huggingface, en, hi, or, bn, ta, te, kn, ml, mr, gu, license:cc-by-nc-4.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Systran/faster-whisper-base.en,Systran/faster-whisper-base.en,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,498091,7,"ctranslate2, audio, automatic-speech-recognition, en, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
